發票年月,縣市,縣市代號,行業別,載具類別,電子發票張數,電子發票金額
2012/1/1,高雄市,E,醫療保健服務業,無載具,4771,7907844
2012/1/1,高雄市,E,郵政及快遞業,無載具,5626,1721346
2012/1/1,高雄市,E,資料處理及資訊供應服務業,無載具,1290,1779276
2012/1/1,高雄市,E,機械設備製造業,無載具,2247,5155049
2012/1/1,高雄市,E,教育服務業,無載具,1,344
2012/1/1,高雄市,E,批發業,無載具,39993,41738910
2012/1/1,高雄市,E,傳播及節目播送業,無載具,239017,217024188
2012/1/1,臺北市,A,餐飲業,無載具,178046,175876651
2012/1/1,臺北市,A,食品製造業,無載具,494,1474629
2012/1/1,臺北市,A,電腦系統設計服務業,無載具,18858,94730015
2012/1/1,臺北市,A,電腦、電子產品及光學製品製造業,無載具,45,42003
2012/1/1,臺北市,A,電子零組件製造業,無載具,482,125234
2012/1/1,臺北市,A,電信業,無載具,751286,598470335
2012/1/1,臺北市,A,零售業,無載具,26691829,8623334992
2012/1/1,臺北市,A,陸上運輸業,無載具,1345,272960
2012/1/1,臺北市,A,郵政及快遞業,無載具,1284,421782
2012/1/1,臺北市,A,資料處理及資訊供應服務業,無載具,2390225,2092614229
2012/1/1,臺北市,A,證券期貨及其他金融業,無載具,512861,345936458
2012/1/1,臺北市,A,航空運輸業,無載具,83,158099
2012/1/1,臺北市,A,研究發展服務業,無載具,169,251574
2012/1/1,臺北市,A,批發業,無載具,577935,599923923
2012/1/1,臺北市,A,影片服務、聲音錄製及音樂出版業,無載具,1074503,1874882847
2012/1/1,臺北市,A,廣告業及市場研究業,無載具,161087,113145115
2012/1/1,臺北市,A,專門營造業,無載具,43408,75468905
2012/1/1,臺北市,A,出版業,無載具,42033,26647586
2012/1/1,臺北市,A,傳播及節目播送業,無載具,170821,252973135
2012/1/1,臺北市,A,企業總管理機構及管理顧問業,無載具,2987,3160398
2012/1/1,澎湖縣,X,電信業,無載具,2398,965403
2012/1/1,澎湖縣,X,零售業,無載具,461858,56475584
2012/1/1,臺東縣,V,電信業,無載具,3967,1683223
2012/1/1,臺東縣,V,零售業,無載具,1261105,156534960
2012/1/1,臺東縣,V,郵政及快遞業,無載具,49,10490
2012/1/1,臺東縣,V,批發業,無載具,96614,92568465
2012/1/1,屏東縣,T,電信業,無載具,13154,4580737
2012/1/1,屏東縣,T,零售業,無載具,3776887,427003283
2012/1/1,屏東縣,T,陸上運輸業,無載具,1308,182585
2012/1/1,屏東縣,T,批發業,無載具,8505,15819952
2012/1/1,屏東縣,T,傳播及節目播送業,無載具,139982,93812122
2012/1/1,嘉義縣,Q,零售業,無載具,1935659,213316733
2012/1/1,嘉義縣,Q,陸上運輸業,無載具,119,34805
2012/1/1,嘉義縣,Q,傳播及節目播送業,無載具,13564,20443348
2012/1/1,嘉義市,I,電信業,無載具,13409,5783916
2012/1/1,嘉義市,I,零售業,無載具,1759643,447581655
2012/1/1,嘉義市,I,陸上運輸業,無載具,369,56278
2012/1/1,嘉義市,I,批發業,無載具,2291,8041090
2012/1/1,臺南市,D,餐飲業,無載具,10879,2126737
2012/1/1,臺南市,D,食品製造業,無載具,942,1319098
2012/1/1,臺南市,D,電信業,無載具,22010,10594859
2012/1/1,臺南市,D,零售業,無載具,12675172,2609574230
2012/1/1,臺南市,D,陸上運輸業,無載具,5876,1218557
2012/1/1,臺南市,D,郵政及快遞業,無載具,2341,909313
2012/1/1,臺南市,D,批發業,無載具,287719,226394063
2012/1/1,臺南市,D,出版業,無載具,28444,34484100
2012/1/1,臺南市,D,傳播及節目播送業,無載具,113301,99163122
2012/1/1,連江縣,Z,電信業,無載具,553,446377
2012/1/1,連江縣,Z,零售業,無載具,177753,22690653
2012/1/1,金門縣,W,電信業,無載具,1648,810303
2012/1/1,金門縣,W,零售業,無載具,392628,50183668
2012/1/1,花蓮縣,U,電信業,無載具,8639,3415090
2012/1/1,花蓮縣,U,零售業,無載具,1924234,232555064
2012/1/1,花蓮縣,U,陸上運輸業,無載具,417,85538
2012/1/1,新竹市,O,餐飲業,無載具,7409,1481637
2012/1/1,新竹市,O,電信業,無載具,23339,10240433
2012/1/1,新竹市,O,零售業,無載具,4261025,1047509328
2012/1/1,新竹市,O,陸上運輸業,無載具,1580,235432
2012/1/1,新竹市,O,批發業,無載具,18804,49010384
2012/1/1,新竹市,O,傳播及節目播送業,無載具,41563,71219855
2012/1/1,新竹縣,J,電信業,無載具,6205,9686730
2012/1/1,新竹縣,J,零售業,無載具,3599740,374120766
2012/1/1,新竹縣,J,陸上運輸業,無載具,231,57191
2012/1/1,新竹縣,J,批發業,無載具,6942,12413217
2012/1/1,新竹縣,J,傳播及節目播送業,無載具,32184,46335736
2012/1/1,桃園市,H,餐飲業,無載具,7007,1354245
2012/1/1,桃園市,H,非金屬礦物製品製造業,無載具,1491,3609102
2012/1/1,桃園市,H,電腦、電子產品及光學製品製造業,無載具,1469,3915407
2012/1/1,桃園市,H,電信業,無載具,14235,21355965
2012/1/1,桃園市,H,零售業,無載具,15741392,3019004408
2012/1/1,桃園市,H,陸上運輸業,無載具,11336,3579017
2012/1/1,桃園市,H,運輸輔助業,無載具,6678,19673097
2012/1/1,桃園市,H,批發業,無載具,336051,208286449
2012/1/1,桃園市,H,專門營造業,無載具,42507,18576492
2012/1/1,桃園市,H,傳播及節目播送業,無載具,135498,197169773
2012/1/1,桃園市,H,人力仲介及供應業,無載具,22140,2067516
2012/1/1,宜蘭縣,G,電信業,無載具,7257,3255703
2012/1/1,宜蘭縣,G,零售業,無載具,2082780,246956770
2012/1/1,宜蘭縣,G,陸上運輸業,無載具,426,63545
2012/1/1,宜蘭縣,G,郵政及快遞業,無載具,1031,309943
2012/1/1,宜蘭縣,G,批發業,無載具,13555,2599838
2012/1/1,宜蘭縣,G,傳播及節目播送業,無載具,47065,55842926
2012/1/1,新北市,F,餐飲業,無載具,9129,1611967
2012/1/1,新北市,F,非金屬礦物製品製造業,無載具,1432,2580708
2012/1/1,新北市,F,電腦系統設計服務業,無載具,6,1029
2012/1/1,新北市,F,電腦、電子產品及光學製品製造業,無載具,3531,9699956
2012/1/1,新北市,F,電力設備製造業,無載具,2058,5959904
2012/1/1,新北市,F,電信業,無載具,60578,26833293
2012/1/1,新北市,F,零售業,無載具,24571301,3487292062
2012/1/1,新北市,F,陸上運輸業,無載具,6317,1719207
2012/1/1,新北市,F,郵政及快遞業,無載具,1668,692140
2012/1/1,新北市,F,運輸輔助業,無載具,400,736072
2012/1/1,新北市,F,資料處理及資訊供應服務業,無載具,479184,142573974
2012/1/1,新北市,F,機械設備製造業,無載具,2047,4033792
2012/1/1,新北市,F,業務及辦公室支援服務業,無載具,9943,804392
2012/1/1,新北市,F,批發業,無載具,462728,305667686
2012/1/1,新北市,F,印刷及資料儲存媒體複製業,無載具,4209,7729424
2012/1/1,新北市,F,出版業,無載具,37923,54839758
2012/1/1,新北市,F,傳播及節目播送業,無載具,306364,422707840
2012/1/1,新北市,F,人力仲介及供應業,無載具,12984,1005188
2012/1/1,基隆市,C,電信業,無載具,14613,6538956
2012/1/1,基隆市,C,零售業,無載具,2750450,257218203
2012/1/1,基隆市,C,陸上運輸業,無載具,117,20082
2012/1/1,基隆市,C,批發業,無載具,6250,24096065
2012/1/1,基隆市,C,傳播及節目播送業,無載具,19977,33540019
2012/1/1,雲林縣,P,電信業,無載具,11735,4655278
2012/1/1,雲林縣,P,零售業,無載具,2715827,475816242
2012/1/1,雲林縣,P,陸上運輸業,無載具,1130,200778
2012/1/1,雲林縣,P,批發業,無載具,3522,7535025
2012/1/1,雲林縣,P,傳播及節目播送業,無載具,20767,22962865
2012/1/1,彰化縣,N,電信業,無載具,83995,84337832
2012/1/1,彰化縣,N,零售業,無載具,5033140,606260501
2012/1/1,彰化縣,N,陸上運輸業,無載具,1901,326719
2012/1/1,彰化縣,N,運輸輔助業,無載具,1965,673873
2012/1/1,彰化縣,N,批發業,無載具,179580,180017158
2012/1/1,南投縣,M,電信業,無載具,11010,4344760
2012/1/1,南投縣,M,零售業,無載具,2472364,297594883
2012/1/1,南投縣,M,陸上運輸業,無載具,2640,804710
2012/1/1,南投縣,M,批發業,無載具,1515,2532034
2012/1/1,南投縣,M,影片服務、聲音錄製及音樂出版業,無載具,12045,18819022
2012/1/1,苗栗縣,K,電信業,無載具,17541,12165797
2012/1/1,苗栗縣,K,零售業,無載具,525322,259211450
2012/1/1,苗栗縣,K,陸上運輸業,無載具,178,31695
2012/1/1,苗栗縣,K,批發業,無載具,2449773,243200418
2012/1/1,苗栗縣,K,傳播及節目播送業,無載具,20906,29553706
2012/1/1,臺中市,B,餐飲業,無載具,94458,34103518
2012/1/1,臺中市,B,電信業,無載具,78383,62112158
2012/1/1,臺中市,B,零售業,無載具,17879421,4054380577
2012/1/1,臺中市,B,陸上運輸業,無載具,10660,2076952
2012/1/1,臺中市,B,郵政及快遞業,無載具,3421,903299
2012/1/1,臺中市,B,運輸輔助業,無載具,6470,1617974
2012/1/1,臺中市,B,資料處理及資訊供應服務業,無載具,153,66900
2012/1/1,臺中市,B,租賃業,無載具,4905,3945179
2012/1/1,臺中市,B,批發業,無載具,28396,42917190
2012/1/1,臺中市,B,傳播及節目播送業,無載具,150868,244730535
2012/1/1,臺中市,B,人力仲介及供應業,無載具,476,909596
2016/1/1,桃園市,H,專門設計服務業,無載具,51338,94012374
2016/1/1,桃園市,H,專門營造業,無載具,79823,159595458
2016/1/1,桃園市,H,印刷及資料儲存媒體複製業,無載具,6,4002
2016/1/1,桃園市,H,化學製品製造業,無載具,263,439200
2016/1/1,桃園市,H,創作及藝術表演業,無載具,1300,345970
2016/1/1,桃園市,H,出版業,無載具,34,8084
2016/1/1,桃園市,H,其他運輸工具及其零件製造業,無載具,71,119225
2016/1/1,桃園市,H,其他專業、科學及技術服務業,無載具,26945,5705899
2016/1/1,桃園市,H,傳播及節目播送業,無載具,7878,30784383
2016/1/1,桃園市,H,個人及家庭用品維修業,無載具,22083,94560665
2016/1/1,桃園市,H,倉儲業,無載具,1670,681838
2016/1/1,桃園市,H,住宿服務業,無載具,5839,22994806
2016/1/1,桃園市,H,企業總管理機構及管理顧問業,無載具,61,576679
2016/1/1,桃園市,H,人力仲介及供應業,無載具,59556,5668312
2016/1/1,桃園市,H,不動產經營及相關服務業,無載具,16929,3081326
2016/1/1,宜蘭縣,G,餐飲業,無載具,146774,32002007
2016/1/1,宜蘭縣,G,飲料製造業,無載具,15750,13159255
2016/1/1,宜蘭縣,G,食品製造業,無載具,26003,16489071
2016/1/1,宜蘭縣,G,電力設備製造業,無載具,13,3750
2016/1/1,宜蘭縣,G,電信業,無載具,7913,28835436
2016/1/1,宜蘭縣,G,零售業,無載具,5006978,1231194943
2016/1/1,宜蘭縣,G,陸上運輸業,無載具,4282,1038457
2016/1/1,宜蘭縣,G,郵政及快遞業,無載具,8396,2853207
2016/1/1,宜蘭縣,G,運輸輔助業,無載具,264,606650
2016/1/1,宜蘭縣,G,運動、娛樂及休閒服務業,無載具,3847,6103338
2016/1/1,宜蘭縣,G,資料處理及資訊供應服務業,無載具,1041,3862210
2016/1/1,宜蘭縣,G,證券期貨及其他金融業,無載具,309,194855
2016/1/1,宜蘭縣,G,紡織業,無載具,2,500
2016/1/1,宜蘭縣,G,租賃業,無載具,143,443406
2016/1/1,宜蘭縣,G,批發業,無載具,44248,51377419
2016/1/1,宜蘭縣,G,建築物及綠化服務業,無載具,153,249596
2016/1/1,宜蘭縣,G,化學材料製造業,無載具,68,16769
2016/1/1,宜蘭縣,G,傳播及節目播送業,無載具,6,10567
2016/1/1,宜蘭縣,G,個人及家庭用品維修業,無載具,3535,10887026
2016/1/1,宜蘭縣,G,住宿服務業,無載具,3631,9044577
2016/1/1,宜蘭縣,G,企業總管理機構及管理顧問業,無載具,1734,659143
2016/1/1,宜蘭縣,G,人力仲介及供應業,無載具,19594,2021877
2016/1/1,新北市,F,餐飲業,無載具,3942705,810806598
2016/1/1,新北市,F,飲料製造業,無載具,7672,2401957
2016/1/1,新北市,F,食品製造業,無載具,294297,81486703
2016/1/1,新北市,F,電腦系統設計服務業,無載具,12579,18909098
2016/1/1,新北市,F,電腦、電子產品及光學製品製造業,無載具,4020,11459194
2016/1/1,新北市,F,電子零組件製造業,無載具,96,561958
2016/1/1,新北市,F,電力設備製造業,無載具,6349,26216703
2016/1/1,新北市,F,電力及燃氣供應業,無載具,4449,109038295
2016/1/1,新北市,F,電信業,無載具,91583,402327731
2016/1/1,新北市,F,零售業,無載具,60145336,13938466531
2016/1/1,新北市,F,陸上運輸業,無載具,67206,19930442
2016/1/1,新北市,F,金屬製品製造業,無載具,1,2247
2016/1/1,新北市,F,郵政及快遞業,無載具,9209,4159413
2016/1/1,新北市,F,運輸輔助業,無載具,99719,12130109
2016/1/1,新北市,F,運動、娛樂及休閒服務業,無載具,148751,192141464
2016/1/1,新北市,F,農、牧業,無載具,139,3928920
2016/1/1,新北市,F,資料處理及資訊供應服務業,無載具,160648,86867540
2016/1/1,新北市,F,證券期貨及其他金融業,無載具,530,284570
2016/1/1,新北市,F,紡織業,無載具,30,78329
2016/1/1,新北市,F,租賃業,無載具,2353,6320531
2016/1/1,新北市,F,石油及煤製品製造業,無載具,353939,115467466
2016/1/1,新北市,F,石油及天然氣礦業,無載具,272932,79998994
2016/1/1,新北市,F,機械設備製造業,無載具,2869,6769992
2016/1/1,新北市,F,業務及辦公室支援服務業,無載具,1,95000
2016/1/1,新北市,F,教育服務業,無載具,86,417012
2016/1/1,新北市,F,批發業,無載具,3371905,2275258411
2016/1/1,新北市,F,成衣及服飾品製造業,無載具,909,1850821
2016/1/1,新北市,F,影片服務、聲音錄製及音樂出版業,無載具,27955,4781072
2016/1/1,新北市,F,建築、工程服務及技術檢測、分析服務業,無載具,22037,36517066
2016/1/1,新北市,F,廣告業及市場研究業,無載具,133,211499
2016/1/1,新北市,F,專門設計服務業,無載具,7047,17888685
2016/1/1,新北市,F,專門營造業,無載具,2457,10120351
2016/1/1,新北市,F,宗教、職業及類似組織,無載具,22651,3501305
2016/1/1,新北市,F,塑膠製品製造業,無載具,10,5023
2016/1/1,新北市,F,土木工程業,無載具,1214,4955891
2016/1/1,新北市,F,印刷及資料儲存媒體複製業,無載具,347,2030450
2016/1/1,新北市,F,出版業,無載具,54966,76373567
2016/1/1,新北市,F,其他專業、科學及技術服務業,無載具,828,606406
2016/1/1,新北市,F,傳播及節目播送業,無載具,37427,74199061
2016/1/1,新北市,F,個人及家庭用品維修業,無載具,11364,71204657
2016/1/1,新北市,F,倉儲業,無載具,264888,679538408
2016/1/1,新北市,F,住宿服務業,無載具,5462,3682878
2016/1/1,新北市,F,企業總管理機構及管理顧問業,無載具,3229,4287131
2016/1/1,新北市,F,人力仲介及供應業,無載具,282340,23903407
2016/1/1,新北市,F,不動產開發業,無載具,546258,518952947
2016/1/1,新北市,F,不動產經營及相關服務業,無載具,839,1517327
2016/1/1,基隆市,C,餐飲業,無載具,188720,37618834
2016/1/1,基隆市,C,食品製造業,無載具,33162,4979640
2016/1/1,基隆市,C,電力及燃氣供應業,無載具,1779,5238629
2016/1/1,基隆市,C,電信業,無載具,13284,51749387
2016/1/1,基隆市,C,零售業,無載具,5290214,984922854
2016/1/1,基隆市,C,陸上運輸業,無載具,6826,2557643
2016/1/1,基隆市,C,運輸輔助業,無載具,2454,794280
2016/1/1,基隆市,C,運動、娛樂及休閒服務業,無載具,8075,6561966
2016/1/1,基隆市,C,石油及煤製品製造業,無載具,17763,5020792
2016/1/1,基隆市,C,教育服務業,無載具,68,239015
2016/1/1,基隆市,C,批發業,無載具,55170,108740651
2016/1/1,基隆市,C,傳播及節目播送業,無載具,1977,2914196
2016/1/1,基隆市,C,個人及家庭用品維修業,無載具,1791,7183613
2016/1/1,雲林縣,P,餐飲業,無載具,502173,78121597
2016/1/1,雲林縣,P,食品製造業,無載具,12023,3684221
2016/1/1,雲林縣,P,電信業,無載具,13281,75666333
2016/1/1,雲林縣,P,零售業,無載具,5958100,1553947037
2016/1/1,雲林縣,P,陸上運輸業,無載具,7315,2047941
2016/1/1,雲林縣,P,運輸輔助業,無載具,2604,1132980
2016/1/1,雲林縣,P,運動、娛樂及休閒服務業,無載具,6070,6941956
2016/1/1,雲林縣,P,資料處理及資訊供應服務業,無載具,576,2009141
2016/1/1,雲林縣,P,菸草製造業,無載具,160,691074
2016/1/1,雲林縣,P,租賃業,無載具,123,284202
2016/1/1,雲林縣,P,石油及天然氣礦業,無載具,36264,27505721
2016/1/1,雲林縣,P,批發業,無載具,219247,106648488
2016/1/1,雲林縣,P,廣告業及市場研究業,無載具,401,184193
2016/1/1,雲林縣,P,專門營造業,無載具,15,6394
2016/1/1,雲林縣,P,宗教、職業及類似組織,無載具,1006,587343
2016/1/1,雲林縣,P,傳播及節目播送業,無載具,1,0
2016/1/1,雲林縣,P,住宿服務業,無載具,976,1309938
2016/1/1,彰化縣,N,餐飲業,無載具,696501,460746744
2016/1/1,彰化縣,N,食品製造業,無載具,17847,427638430
2016/1/1,彰化縣,N,電力及燃氣供應業,無載具,134,2977414
2016/1/1,彰化縣,N,電信業,無載具,16850,76630965
2016/1/1,彰化縣,N,零售業,無載具,10940526,2651826171
2016/1/1,彰化縣,N,陸上運輸業,無載具,10804,2974327
2016/1/1,彰化縣,N,金屬製品製造業,無載具,7,296461
2016/1/1,彰化縣,N,運輸輔助業,無載具,1758,1026878
2016/1/1,彰化縣,N,運動、娛樂及休閒服務業,無載具,8351,13854961
2016/1/1,彰化縣,N,農、牧業,無載具,130,2288126
2016/1/1,彰化縣,N,資料處理及資訊供應服務業,無載具,38,175124
2016/1/1,彰化縣,N,租賃業,無載具,178,798044
2016/1/1,彰化縣,N,教育服務業,無載具,34,111587
2016/1/1,彰化縣,N,批發業,無載具,284406,368824705
2016/1/1,彰化縣,N,化學材料製造業,無載具,49,25948
2016/1/1,彰化縣,N,傳播及節目播送業,無載具,2,1080
2016/1/1,彰化縣,N,個人及家庭用品維修業,無載具,157,243033
2016/1/1,彰化縣,N,企業總管理機構及管理顧問業,無載具,61,3177772
2016/1/1,彰化縣,N,人力仲介及供應業,無載具,60895,5968883
2016/1/1,彰化縣,N,不動產經營及相關服務業,無載具,8856,3705939
2016/1/1,南投縣,M,餐飲業,無載具,219622,43734197
2016/1/1,南投縣,M,飲料製造業,無載具,58961,21225483
2016/1/1,南投縣,M,食品製造業,無載具,40054,110361941
2016/1/1,南投縣,M,電力及燃氣供應業,無載具,96,10800939
2016/1/1,南投縣,M,電信業,無載具,12931,48941597
2016/1/1,南投縣,M,零售業,無載具,5064412,1297030499
2016/1/1,南投縣,M,陸上運輸業,無載具,3332,1524026
2016/1/1,南投縣,M,運輸輔助業,無載具,1544,591981
2016/1/1,南投縣,M,運動、娛樂及休閒服務業,無載具,1829,2303148
2016/1/1,南投縣,M,林業,無載具,18072,3743860
2016/1/1,南投縣,M,批發業,無載具,33261,53983975
2016/1/1,南投縣,M,專門設計服務業,無載具,5546,6808957
2016/1/1,南投縣,M,化學製品製造業,無載具,63,136550
2016/1/1,南投縣,M,住宿服務業,無載具,1895,13264289
2016/1/1,南投縣,M,不動產開發業,無載具,301,1530216
2016/1/1,南投縣,M,不動產經營及相關服務業,無載具,27638,6400426
2016/1/1,苗栗縣,K,餐飲業,無載具,205430,45670770
2016/1/1,苗栗縣,K,飲料製造業,無載具,5094,9187445
2016/1/1,苗栗縣,K,電力及燃氣供應業,無載具,239,167851
2016/1/1,苗栗縣,K,電信業,無載具,12761,64893142
2016/1/1,苗栗縣,K,零售業,無載具,6548663,1709150731
2016/1/1,苗栗縣,K,陸上運輸業,無載具,3624,1095222
2016/1/1,苗栗縣,K,運輸輔助業,無載具,22248,671541
2016/1/1,苗栗縣,K,運動、娛樂及休閒服務業,無載具,7236,25668851
2016/1/1,苗栗縣,K,租賃業,無載具,78,152119
2016/1/1,苗栗縣,K,批發業,無載具,116039,63966915
2016/1/1,苗栗縣,K,影片服務、聲音錄製及音樂出版業,無載具,9411,1989440
2016/1/1,苗栗縣,K,化學製品製造業,無載具,1298,492016
2016/1/1,苗栗縣,K,創作及藝術表演業,無載具,4727,5859891
2016/1/1,苗栗縣,K,傳播及節目播送業,無載具,2311,10958303
2016/1/1,苗栗縣,K,個人及家庭用品維修業,無載具,5434,3774946
2016/1/1,苗栗縣,K,不動產經營及相關服務業,無載具,1,150
2016/1/1,臺中市,B,餐飲業,無載具,3430466,777065204
2016/1/1,臺中市,B,飲料製造業,無載具,9451,17602643
2016/1/1,臺中市,B,食品製造業,無載具,72764,80715344
2016/1/1,臺中市,B,電腦系統設計服務業,無載具,50,168298
2016/1/1,臺中市,B,電腦、電子產品及光學製品製造業,無載具,4,8499
2016/1/1,臺中市,B,電子零組件製造業,無載具,209,3971490
2016/1/1,臺中市,B,電力及燃氣供應業,無載具,5139,106371885
2016/1/1,臺中市,B,電信業,無載具,68126,417229315
2016/1/1,臺中市,B,零售業,無載具,39872434,11961270504
2016/1/1,臺中市,B,陸上運輸業,無載具,45236,10028396
2016/1/1,臺中市,B,郵政及快遞業,無載具,3566,1614417
2016/1/1,臺中市,B,運輸輔助業,無載具,78518,9334227
2016/1/1,臺中市,B,運動、娛樂及休閒服務業,無載具,64032,69314004
2016/1/1,臺中市,B,資料處理及資訊供應服務業,無載具,16211,20128798
2016/1/1,臺中市,B,證券期貨及其他金融業,無載具,134,1350910
2016/1/1,臺中市,B,藥品及醫用化學製品製造業,無載具,20886,351964189
2016/1/1,臺中市,B,航空運輸業,無載具,2686,1523974
2016/1/1,臺中市,B,紡織業,無載具,7,26544
2016/1/1,臺中市,B,租賃業,無載具,20695,23017253
2016/1/1,臺中市,B,石油及煤製品製造業,無載具,261701,95222315
2016/1/1,臺中市,B,機械設備製造業,無載具,2,831600
2016/1/1,臺中市,B,業務及辦公室支援服務業,無載具,145,61799
2016/1/1,臺中市,B,未分類其他服務業,無載具,891,1604088
2016/1/1,臺中市,B,教育服務業,無載具,187,867295
2016/1/1,臺中市,B,批發業,無載具,1436104,1883108304
2016/1/1,臺中市,B,影片服務、聲音錄製及音樂出版業,無載具,79033,18561277
2016/1/1,臺中市,B,專門設計服務業,無載具,10,38987
2016/1/1,臺中市,B,專門營造業,無載具,119,872250
2016/1/1,臺中市,B,土木工程業,無載具,59,3654471
2016/1/1,臺中市,B,印刷及資料儲存媒體複製業,無載具,1083,1775313
2016/1/1,臺中市,B,化學製品製造業,無載具,442,2290943
2016/1/1,臺中市,B,創作及藝術表演業,無載具,91,24005
2016/1/1,臺中市,B,出版業,無載具,24,529201
2016/1/1,臺中市,B,其他專業、科學及技術服務業,無載具,217,11900082
2016/1/1,臺中市,B,傳播及節目播送業,無載具,7405,60542779
2016/1/1,臺中市,B,個人及家庭用品維修業,無載具,17926,70662582
2016/1/1,臺中市,B,住宿服務業,無載具,3204,12177157
2016/1/1,臺中市,B,企業總管理機構及管理顧問業,無載具,3589,10387332
2016/1/1,臺中市,B,不動產開發業,無載具,71086,49810355
2016/1/1,臺中市,B,不動產經營及相關服務業,無載具,4216,16406696
2015/12/1,高雄市,E,餐飲業,使用載具,8224,882807
2015/12/1,高雄市,E,食品製造業,使用載具,349,107830
2015/12/1,高雄市,E,電腦系統設計服務業,使用載具,473,2708468
2015/12/1,高雄市,E,電力設備製造業,使用載具,132,116650
2015/12/1,高雄市,E,電力及燃氣供應業,使用載具,444,333761
2015/12/1,高雄市,E,電信業,使用載具,86388,19788526
2015/12/1,高雄市,E,零售業,使用載具,1292489,285107889
2015/12/1,高雄市,E,陸上運輸業,使用載具,7239,1510280
2015/12/1,高雄市,E,郵政及快遞業,使用載具,54562,7996399
2015/12/1,高雄市,E,運輸輔助業,使用載具,8737,1466169
2015/12/1,高雄市,E,運動、娛樂及休閒服務業,使用載具,773,1547056
2015/12/1,高雄市,E,資料處理及資訊供應服務業,使用載具,3878,4110815
2015/12/1,高雄市,E,機械設備製造業,使用載具,39,198884
2015/12/1,高雄市,E,教育服務業,使用載具,3,19720
2015/12/1,高雄市,E,批發業,使用載具,57197,103740415
2015/12/1,高雄市,E,影片服務、聲音錄製及音樂出版業,使用載具,155,6429
2015/12/1,高雄市,E,建築、工程服務及技術檢測、分析服務業,使用載具,271,97091
2015/12/1,高雄市,E,廣告業及市場研究業,使用載具,4,35000
2015/12/1,高雄市,E,基本金屬製造業,使用載具,1,650
2015/12/1,高雄市,E,化學材料製造業,使用載具,210,121577
2015/12/1,高雄市,E,其他製造業,使用載具,225,247446
2015/12/1,高雄市,E,傳播及節目播送業,使用載具,393261,383957610
2015/12/1,高雄市,E,個人及家庭用品維修業,使用載具,101,63497
2015/12/1,高雄市,E,保險業,使用載具,1058,759200
2015/12/1,高雄市,E,企業總管理機構及管理顧問業,使用載具,1065,3964402
2015/12/1,高雄市,E,人力仲介及供應業,使用載具,1,23
2015/12/1,高雄市,E,不動產開發業,使用載具,93,25517
2015/12/1,高雄市,E,不動產經營及相關服務業,使用載具,33,8355
2015/12/1,臺北市,A,餐飲業,使用載具,33397,4505921
2015/12/1,臺北市,A,飲料製造業,使用載具,56,12386
2015/12/1,臺北市,A,食品製造業,使用載具,3791,7406665
2015/12/1,臺北市,A,電腦系統設計服務業,使用載具,49308,132419325
2015/12/1,臺北市,A,電子零組件製造業,使用載具,1988,4099644
2015/12/1,臺北市,A,電力設備製造業,使用載具,3,216
2015/12/1,臺北市,A,電力及燃氣供應業,使用載具,1161,1062821
2015/12/1,臺北市,A,電信業,使用載具,1861355,904439537
2015/12/1,臺北市,A,零售業,使用載具,7806828,4025531317
2015/12/1,臺北市,A,陸上運輸業,使用載具,6386,1058906
2015/12/1,臺北市,A,金融中介業,使用載具,322,3388281
2015/12/1,臺北市,A,郵政及快遞業,使用載具,6977,1144994
2015/12/1,臺北市,A,運輸輔助業,使用載具,20117,2747847
2015/12/1,臺北市,A,運動、娛樂及休閒服務業,使用載具,30810,41092722
2015/12/1,臺北市,A,資料處理及資訊供應服務業,使用載具,4626687,2640906423
2015/12/1,臺北市,A,證券期貨及其他金融業,使用載具,655512,497555309
2015/12/1,臺北市,A,航空運輸業,使用載具,45,79254
2015/12/1,臺北市,A,租賃業,使用載具,122,1540448
2015/12/1,臺北市,A,研究發展服務業,使用載具,1,220
2015/12/1,臺北市,A,石油及煤製品製造業,使用載具,435,325121
2015/12/1,臺北市,A,污染整治業,使用載具,490,132527
2015/12/1,臺北市,A,未分類其他服務業,使用載具,87076,359745291
2015/12/1,臺北市,A,旅行及相關代訂服務業,使用載具,790,793220
2015/12/1,臺北市,A,教育服務業,使用載具,2251,2934253
2015/12/1,臺北市,A,批發業,使用載具,455553,458998395
2015/12/1,臺北市,A,成衣及服飾品製造業,使用載具,1231,2157818
2015/12/1,臺北市,A,影片服務、聲音錄製及音樂出版業,使用載具,1531683,2628462614
2015/12/1,臺北市,A,建築物及綠化服務業,使用載具,972,2279375
2015/12/1,臺北市,A,廣告業及市場研究業,使用載具,41436,47099326
2015/12/1,臺北市,A,廢棄物清除、處理及資源回收業,使用載具,387,44943
2015/12/1,臺北市,A,專門設計服務業,使用載具,2830,9401571
2015/12/1,臺北市,A,專門營造業,使用載具,50698,71239531
2015/12/1,臺北市,A,土木工程業,使用載具,1,490
2015/12/1,臺北市,A,化學製品製造業,使用載具,121,111186
2015/12/1,臺北市,A,出版業,使用載具,2374,108939395
2015/12/1,臺北市,A,其他製造業,使用載具,773,1970516
2015/12/1,臺北市,A,傳播及節目播送業,使用載具,211578,322459876
2015/12/1,臺北市,A,個人及家庭用品維修業,使用載具,11556,21229713
2015/12/1,臺北市,A,保險業,使用載具,2489,1223800
2015/12/1,臺北市,A,住宿服務業,使用載具,2,8532
2015/12/1,臺北市,A,企業總管理機構及管理顧問業,使用載具,8436,14476059
